author,date,order,views,birthyear,region,state
A. J. Verdelle,7/31/2015,1,0,1960,South,DC
A. J. Verdelle,8/31/2015,2,0,1960,South,DC
A. J. Verdelle,9/30/2015,3,57,1960,South,DC
A. J. Verdelle,10/31/2015,4,96,1960,South,DC
A. J. Verdelle,11/30/2015,5,81,1960,South,DC
A. J. Verdelle,12/31/2015,6,53,1960,South,DC
A. J. Verdelle,1/31/2016,7,51,1960,South,DC
A. J. Verdelle,2/29/2016,8,54,1960,South,DC
A. J. Verdelle,3/31/2016,9,51,1960,South,DC
A. J. Verdelle,4/30/2016,10,95,1960,South,DC
A. J. Verdelle,5/31/2016,11,54,1960,South,DC
A. J. Verdelle,6/30/2016,12,71,1960,South,DC
A. J. Verdelle,7/31/2016,13,56,1960,South,DC
A. J. Verdelle,8/31/2016,14,55,1960,South,DC
A. J. Verdelle,9/30/2016,15,56,1960,South,DC
A. J. Verdelle,10/31/2016,16,76,1960,South,DC
A. J. Verdelle,11/30/2016,17,70,1960,South,DC
A. J. Verdelle,12/31/2016,18,112,1960,South,DC
A. J. Verdelle,1/31/2017,19,92,1960,South,DC
A. J. Verdelle,2/28/2017,20,71,1960,South,DC
A. J. Verdelle,3/31/2017,21,82,1960,South,DC
A. J. Verdelle,4/30/2017,22,59,1960,South,DC
A. J. Verdelle,5/31/2017,23,53,1960,South,DC
A. J. Verdelle,6/30/2017,24,59,1960,South,DC
A. J. Verdelle,7/31/2017,25,72,1960,South,DC
A. J. Verdelle,8/31/2017,26,70,1960,South,DC
A. J. Verdelle,9/30/2017,27,66,1960,South,DC
A. J. Verdelle,10/31/2017,28,70,1960,South,DC
A. J. Verdelle,11/30/2017,29,78,1960,South,DC
A. J. Verdelle,12/31/2017,30,50,1960,South,DC
A. J. Verdelle,1/31/2018,31,90,1960,South,DC
A. J. Verdelle,2/28/2018,32,91,1960,South,DC
A. J. Verdelle,3/31/2018,33,65,1960,South,DC
A. J. Verdelle,4/30/2018,34,53,1960,South,DC
A. J. Verdelle,5/31/2018,35,59,1960,South,DC
A. J. Verdelle,6/30/2018,36,69,1960,South,DC
A. J. Verdelle,7/31/2018,37,69,1960,South,DC
A. J. Verdelle,8/31/2018,38,79,1960,South,DC
A. J. Verdelle,9/30/2018,39,68,1960,South,DC
A. J. Verdelle,10/31/2018,40,78,1960,South,DC
A. J. Verdelle,11/30/2018,41,78,1960,South,DC
A. J. Verdelle,12/31/2018,42,88,1960,South,DC
A. J. Verdelle,1/31/2019,43,78,1960,South,DC
A. J. Verdelle,2/28/2019,44,85,1960,South,DC
A. J. Verdelle,3/31/2019,45,93,1960,South,DC
A. J. Verdelle,4/30/2019,46,104,1960,South,DC
A. J. Verdelle,5/31/2019,47,85,1960,South,DC
A. J. Verdelle,6/30/2019,48,112,1960,South,DC
A. J. Verdelle,7/31/2019,49,97,1960,South,DC
A. J. Verdelle,8/31/2019,50,1033,1960,South,DC
A. J. Verdelle,9/30/2019,51,70,1960,South,DC
A. J. Verdelle,10/31/2019,52,85,1960,South,DC
A. J. Verdelle,11/30/2019,53,94,1960,South,DC
A. J. Verdelle,12/31/2019,54,80,1960,South,DC
A. J. Verdelle,1/31/2020,55,91,1960,South,DC
A. J. Verdelle,2/29/2020,56,107,1960,South,DC
A. J. Verdelle,3/31/2020,57,54,1960,South,DC
A. J. Verdelle,4/30/2020,58,63,1960,South,DC
A. J. Verdelle,5/31/2020,59,56,1960,South,DC
A. J. Verdelle,6/30/2020,60,70,1960,South,DC
A. J. Verdelle,7/31/2020,61,62,1960,South,DC
A. J. Verdelle,8/31/2020,62,55,1960,South,DC
A. J. Verdelle,9/30/2020,63,64,1960,South,DC
A. J. Verdelle,10/31/2020,64,55,1960,South,DC
A. J. Verdelle,11/30/2020,65,79,1960,South,DC
A. J. Verdelle,12/31/2020,66,58,1960,South,DC
A. J. Verdelle,1/31/2021,67,93,1960,South,DC
A. J. Verdelle,2/28/2021,68,115,1960,South,DC
A. J. Verdelle,3/31/2021,69,95,1960,South,DC
A. J. Verdelle,4/30/2021,70,62,1960,South,DC
A. J. Verdelle,5/31/2021,71,60,1960,South,DC
A. J. Verdelle,6/30/2021,72,91,1960,South,DC
A. J. Verdelle,7/31/2021,73,85,1960,South,DC
A. J. Verdelle,8/31/2021,74,51,1960,South,DC
A. J. Verdelle,9/30/2021,75,45,1960,South,DC
A. J. Verdelle,10/31/2021,76,40,1960,South,DC
A. J. Verdelle,11/30/2021,77,44,1960,South,DC
A. J. Verdelle,12/31/2021,78,33,1960,South,DC
A. J. Verdelle,1/31/2022,79,47,1960,South,DC
A. J. Verdelle,2/28/2022,80,64,1960,South,DC
A. J. Verdelle,3/31/2022,81,4,1960,South,DC
Al Young,7/31/2015,1,314,1939,South,MS
Al Young,8/31/2015,2,338,1939,South,MS
Al Young,9/30/2015,3,333,1939,South,MS
Al Young,10/31/2015,4,340,1939,South,MS
Al Young,11/30/2015,5,390,1939,South,MS
Al Young,12/31/2015,6,316,1939,South,MS
Al Young,1/31/2016,7,393,1939,South,MS
Al Young,2/29/2016,8,565,1939,South,MS
Al Young,3/31/2016,9,437,1939,South,MS
Al Young,4/30/2016,10,382,1939,South,MS
Al Young,5/31/2016,11,475,1939,South,MS
Al Young,6/30/2016,12,259,1939,South,MS
Al Young,7/31/2016,13,264,1939,South,MS
Al Young,8/31/2016,14,280,1939,South,MS
Al Young,9/30/2016,15,305,1939,South,MS
Al Young,10/31/2016,16,248,1939,South,MS
Al Young,11/30/2016,17,277,1939,South,MS
Al Young,12/31/2016,18,359,1939,South,MS
Al Young,1/31/2017,19,336,1939,South,MS
Al Young,2/28/2017,20,373,1939,South,MS
Al Young,3/31/2017,21,368,1939,South,MS
Al Young,4/30/2017,22,339,1939,South,MS
Al Young,5/31/2017,23,364,1939,South,MS
Al Young,6/30/2017,24,234,1939,South,MS
Al Young,7/31/2017,25,238,1939,South,MS
Al Young,8/31/2017,26,274,1939,South,MS
Al Young,9/30/2017,27,261,1939,South,MS
Al Young,10/31/2017,28,260,1939,South,MS
Al Young,11/30/2017,29,361,1939,South,MS
Al Young,12/31/2017,30,281,1939,South,MS
Al Young,1/31/2018,31,340,1939,South,MS
Al Young,2/28/2018,32,428,1939,South,MS
Al Young,3/31/2018,33,360,1939,South,MS
Al Young,4/30/2018,34,388,1939,South,MS
Al Young,5/31/2018,35,471,1939,South,MS
Al Young,6/30/2018,36,439,1939,South,MS
Al Young,7/31/2018,37,408,1939,South,MS
Al Young,8/31/2018,38,420,1939,South,MS
Al Young,9/30/2018,39,407,1939,South,MS
Al Young,10/31/2018,40,489,1939,South,MS
Al Young,11/30/2018,41,483,1939,South,MS
Al Young,12/31/2018,42,533,1939,South,MS
Al Young,1/31/2019,43,409,1939,South,MS
Al Young,2/28/2019,44,408,1939,South,MS
Al Young,3/31/2019,45,441,1939,South,MS
Al Young,4/30/2019,46,381,1939,South,MS
Al Young,5/31/2019,47,353,1939,South,MS
Al Young,6/30/2019,48,264,1939,South,MS
Al Young,7/31/2019,49,301,1939,South,MS
Al Young,8/31/2019,50,333,1939,South,MS
Al Young,9/30/2019,51,312,1939,South,MS
Al Young,10/31/2019,52,336,1939,South,MS
Al Young,11/30/2019,53,359,1939,South,MS
Al Young,12/31/2019,54,491,1939,South,MS
Al Young,1/31/2020,55,372,1939,South,MS
Al Young,2/29/2020,56,371,1939,South,MS
Al Young,3/31/2020,57,322,1939,South,MS
Al Young,4/30/2020,58,401,1939,South,MS
Al Young,5/31/2020,59,257,1939,South,MS
Al Young,6/30/2020,60,256,1939,South,MS
Al Young,7/31/2020,61,200,1939,South,MS
Al Young,8/31/2020,62,186,1939,South,MS
Al Young,9/30/2020,63,187,1939,South,MS
Al Young,10/31/2020,64,257,1939,South,MS
Al Young,11/30/2020,65,227,1939,South,MS
Al Young,12/31/2020,66,190,1939,South,MS
Al Young,1/31/2021,67,185,1939,South,MS
Al Young,2/28/2021,68,338,1939,South,MS
Al Young,3/31/2021,69,279,1939,South,MS
Al Young,4/30/2021,70,2018,1939,South,MS
Al Young,5/31/2021,71,488,1939,South,MS
Al Young,6/30/2021,72,243,1939,South,MS
Al Young,7/31/2021,73,224,1939,South,MS
Al Young,8/31/2021,74,167,1939,South,MS
Al Young,9/30/2021,75,205,1939,South,MS
Al Young,10/31/2021,76,173,1939,South,MS
Al Young,11/30/2021,77,281,1939,South,MS
Al Young,12/31/2021,78,158,1939,South,MS
Al Young,1/31/2022,79,222,1939,South,MS
Al Young,2/28/2022,80,242,1939,South,MS
Al Young,3/31/2022,81,12,1939,South,MS
Alex Haley,7/31/2015,1,23590,1921,Northeast,NY
Alex Haley,8/31/2015,2,24985,1921,Northeast,NY
Alex Haley,9/30/2015,3,21724,1921,Northeast,NY
Alex Haley,10/31/2015,4,35385,1921,Northeast,NY
Alex Haley,11/30/2015,5,19266,1921,Northeast,NY
Alex Haley,12/31/2015,6,19501,1921,Northeast,NY
Alex Haley,1/31/2016,7,25746,1921,Northeast,NY
Alex Haley,2/29/2016,8,45282,1921,Northeast,NY
Alex Haley,3/31/2016,9,27239,1921,Northeast,NY
Alex Haley,4/30/2016,10,26802,1921,Northeast,NY
Alex Haley,5/31/2016,11,90574,1921,Northeast,NY
Alex Haley,6/30/2016,12,234057,1921,Northeast,NY
Alex Haley,7/31/2016,13,40760,1921,Northeast,NY
Alex Haley,8/31/2016,14,31523,1921,Northeast,NY
Alex Haley,9/30/2016,15,29525,1921,Northeast,NY
Alex Haley,10/31/2016,16,22807,1921,Northeast,NY
Alex Haley,11/30/2016,17,28160,1921,Northeast,NY
Alex Haley,12/31/2016,18,22944,1921,Northeast,NY
Alex Haley,1/31/2017,19,29611,1921,Northeast,NY
Alex Haley,2/28/2017,20,88501,1921,Northeast,NY
Alex Haley,3/31/2017,21,53130,1921,Northeast,NY
Alex Haley,4/30/2017,22,22260,1921,Northeast,NY
Alex Haley,5/31/2017,23,22162,1921,Northeast,NY
Alex Haley,6/30/2017,24,16027,1921,Northeast,NY
Alex Haley,7/31/2017,25,18047,1921,Northeast,NY
Alex Haley,8/31/2017,26,20520,1921,Northeast,NY
Alex Haley,9/30/2017,27,27253,1921,Northeast,NY
Alex Haley,10/31/2017,28,20921,1921,Northeast,NY
Alex Haley,11/30/2017,29,19423,1921,Northeast,NY
Alex Haley,12/31/2017,30,17216,1921,Northeast,NY
Alex Haley,1/31/2018,31,21270,1921,Northeast,NY
Alex Haley,2/28/2018,32,59415,1921,Northeast,NY
Alex Haley,3/31/2018,33,23541,1921,Northeast,NY
Alex Haley,4/30/2018,34,22371,1921,Northeast,NY
Alex Haley,5/31/2018,35,17969,1921,Northeast,NY
Alex Haley,6/30/2018,36,15480,1921,Northeast,NY
Alex Haley,7/31/2018,37,17475,1921,Northeast,NY
Alex Haley,8/31/2018,38,17222,1921,Northeast,NY
Alex Haley,9/30/2018,39,15334,1921,Northeast,NY
Alex Haley,10/31/2018,40,15267,1921,Northeast,NY
Alex Haley,11/30/2018,41,16222,1921,Northeast,NY
Alex Haley,12/31/2018,42,19542,1921,Northeast,NY
Alex Haley,1/31/2019,43,19009,1921,Northeast,NY
Alex Haley,2/28/2019,44,52843,1921,Northeast,NY
Alex Haley,3/31/2019,45,21075,1921,Northeast,NY
Alex Haley,4/30/2019,46,24953,1921,Northeast,NY
Alex Haley,5/31/2019,47,17722,1921,Northeast,NY
Alex Haley,6/30/2019,48,15300,1921,Northeast,NY
Alex Haley,7/31/2019,49,16103,1921,Northeast,NY
Alex Haley,8/31/2019,50,20995,1921,Northeast,NY
Alex Haley,9/30/2019,51,14369,1921,Northeast,NY
Alex Haley,10/31/2019,52,14757,1921,Northeast,NY
Alex Haley,11/30/2019,53,21394,1921,Northeast,NY
Alex Haley,12/31/2019,54,16733,1921,Northeast,NY
Alex Haley,1/31/2020,55,18264,1921,Northeast,NY
Alex Haley,2/29/2020,56,49311,1921,Northeast,NY
Alex Haley,3/31/2020,57,18643,1921,Northeast,NY
Alex Haley,4/30/2020,58,20250,1921,Northeast,NY
Alex Haley,5/31/2020,59,21050,1921,Northeast,NY
Alex Haley,6/30/2020,60,41712,1921,Northeast,NY
Alex Haley,7/31/2020,61,31013,1921,Northeast,NY
Alex Haley,8/31/2020,62,22835,1921,Northeast,NY
Alex Haley,9/30/2020,63,17020,1921,Northeast,NY
Alex Haley,10/31/2020,64,16317,1921,Northeast,NY
Alex Haley,11/30/2020,65,17298,1921,Northeast,NY
Alex Haley,12/31/2020,66,18444,1921,Northeast,NY
Alex Haley,1/31/2021,67,29473,1921,Northeast,NY
Alex Haley,2/28/2021,68,51149,1921,Northeast,NY
Alex Haley,3/31/2021,69,28322,1921,Northeast,NY
Alex Haley,4/30/2021,70,20625,1921,Northeast,NY
Alex Haley,5/31/2021,71,18972,1921,Northeast,NY
Alex Haley,6/30/2021,72,16229,1921,Northeast,NY
Alex Haley,7/31/2021,73,16554,1921,Northeast,NY
Alex Haley,8/31/2021,74,22795,1921,Northeast,NY
Alex Haley,9/30/2021,75,15234,1921,Northeast,NY
Alex Haley,10/31/2021,76,15452,1921,Northeast,NY
Alex Haley,11/30/2021,77,14037,1921,Northeast,NY
Alex Haley,12/31/2021,78,17613,1921,Northeast,NY
Alex Haley,1/31/2022,79,20248,1921,Northeast,NY
Alex Haley,2/28/2022,80,30514,1921,Northeast,NY
Alex Haley,3/31/2022,81,1342,1921,Northeast,NY
Alice Childress,7/31/2015,1,525,1912,South,SC
Alice Childress,8/31/2015,2,770,1912,South,SC
Alice Childress,9/30/2015,3,729,1912,South,SC
Alice Childress,10/31/2015,4,1191,1912,South,SC
Alice Childress,11/30/2015,5,605,1912,South,SC
Alice Childress,12/31/2015,6,691,1912,South,SC
Alice Childress,1/31/2016,7,816,1912,South,SC
Alice Childress,2/29/2016,8,1011,1912,South,SC
Alice Childress,3/31/2016,9,1018,1912,South,SC
Alice Childress,4/30/2016,10,788,1912,South,SC
Alice Childress,5/31/2016,11,1044,1912,South,SC
Alice Childress,6/30/2016,12,661,1912,South,SC
Alice Childress,7/31/2016,13,538,1912,South,SC
Alice Childress,8/31/2016,14,766,1912,South,SC
Alice Childress,9/30/2016,15,901,1912,South,SC
Alice Childress,10/31/2016,16,1263,1912,South,SC
Alice Childress,11/30/2016,17,832,1912,South,SC
Alice Childress,12/31/2016,18,738,1912,South,SC
Alice Childress,1/31/2017,19,913,1912,South,SC
Alice Childress,2/28/2017,20,1560,1912,South,SC
Alice Childress,3/31/2017,21,917,1912,South,SC
Alice Childress,4/30/2017,22,873,1912,South,SC
Alice Childress,5/31/2017,23,748,1912,South,SC
Alice Childress,6/30/2017,24,595,1912,South,SC
Alice Childress,7/31/2017,25,755,1912,South,SC
Alice Childress,8/31/2017,26,873,1912,South,SC
Alice Childress,9/30/2017,27,950,1912,South,SC
Alice Childress,10/31/2017,28,1480,1912,South,SC
Alice Childress,11/30/2017,29,855,1912,South,SC
Alice Childress,12/31/2017,30,745,1912,South,SC
Alice Childress,1/31/2018,31,936,1912,South,SC
Alice Childress,2/28/2018,32,1131,1912,South,SC
Alice Childress,3/31/2018,33,1288,1912,South,SC
Alice Childress,4/30/2018,34,878,1912,South,SC
Alice Childress,5/31/2018,35,771,1912,South,SC
Alice Childress,6/30/2018,36,550,1912,South,SC
Alice Childress,7/31/2018,37,607,1912,South,SC
Alice Childress,8/31/2018,38,756,1912,South,SC
Alice Childress,9/30/2018,39,815,1912,South,SC
Alice Childress,10/31/2018,40,1481,1912,South,SC
Alice Childress,11/30/2018,41,842,1912,South,SC
Alice Childress,12/31/2018,42,751,1912,South,SC
Alice Childress,1/31/2019,43,876,1912,South,SC
Alice Childress,2/28/2019,44,1344,1912,South,SC
Alice Childress,3/31/2019,45,1033,1912,South,SC
Alice Childress,4/30/2019,46,930,1912,South,SC
Alice Childress,5/31/2019,47,769,1912,South,SC
Alice Childress,6/30/2019,48,694,1912,South,SC
Alice Childress,7/31/2019,49,730,1912,South,SC
Alice Childress,8/31/2019,50,791,1912,South,SC
Alice Childress,9/30/2019,51,755,1912,South,SC
Alice Childress,10/31/2019,52,1404,1912,South,SC
Alice Childress,11/30/2019,53,934,1912,South,SC
Alice Childress,12/31/2019,54,751,1912,South,SC
Alice Childress,1/31/2020,55,1202,1912,South,SC
Alice Childress,2/29/2020,56,1265,1912,South,SC
Alice Childress,3/31/2020,57,942,1912,South,SC
Alice Childress,4/30/2020,58,1064,1912,South,SC
Alice Childress,5/31/2020,59,770,1912,South,SC
Alice Childress,6/30/2020,60,1366,1912,South,SC
Alice Childress,7/31/2020,61,1192,1912,South,SC
Alice Childress,8/31/2020,62,1180,1912,South,SC
Alice Childress,9/30/2020,63,943,1912,South,SC
Alice Childress,10/31/2020,64,1402,1912,South,SC
Alice Childress,11/30/2020,65,918,1912,South,SC
Alice Childress,12/31/2020,66,920,1912,South,SC
Alice Childress,1/31/2021,67,1145,1912,South,SC
Alice Childress,2/28/2021,68,1410,1912,South,SC
Alice Childress,3/31/2021,69,1582,1912,South,SC
Alice Childress,4/30/2021,70,1250,1912,South,SC
Alice Childress,5/31/2021,71,940,1912,South,SC
Alice Childress,6/30/2021,72,798,1912,South,SC
Alice Childress,7/31/2021,73,964,1912,South,SC
Alice Childress,8/31/2021,74,927,1912,South,SC
Alice Childress,9/30/2021,75,1083,1912,South,SC
Alice Childress,10/31/2021,76,1825,1912,South,SC
Alice Childress,11/30/2021,77,3739,1912,South,SC
Alice Childress,12/31/2021,78,2949,1912,South,SC
Alice Childress,1/31/2022,79,2260,1912,South,SC
Alice Childress,2/28/2022,80,1912,1912,South,SC
Alice Childress,3/31/2022,81,135,1912,South,SC
Alice Randall,7/31/2015,1,633,1959,Midwest,MI
Alice Randall,8/31/2015,2,623,1959,Midwest,MI
Alice Randall,9/30/2015,3,506,1959,Midwest,MI
Alice Randall,10/31/2015,4,542,1959,Midwest,MI
Alice Randall,11/30/2015,5,585,1959,Midwest,MI
Alice Randall,12/31/2015,6,486,1959,Midwest,MI
Alice Randall,1/31/2016,7,516,1959,Midwest,MI
Alice Randall,2/29/2016,8,702,1959,Midwest,MI
Alice Randall,3/31/2016,9,488,1959,Midwest,MI
Alice Randall,4/30/2016,10,419,1959,Midwest,MI
Alice Randall,5/31/2016,11,475,1959,Midwest,MI
Alice Randall,6/30/2016,12,401,1959,Midwest,MI
Alice Randall,7/31/2016,13,398,1959,Midwest,MI
Alice Randall,8/31/2016,14,505,1959,Midwest,MI
Alice Randall,9/30/2016,15,449,1959,Midwest,MI
Alice Randall,10/31/2016,16,453,1959,Midwest,MI
Alice Randall,11/30/2016,17,493,1959,Midwest,MI
Alice Randall,12/31/2016,18,502,1959,Midwest,MI
Alice Randall,1/31/2017,19,440,1959,Midwest,MI
Alice Randall,2/28/2017,20,475,1959,Midwest,MI
Alice Randall,3/31/2017,21,539,1959,Midwest,MI
Alice Randall,4/30/2017,22,507,1959,Midwest,MI
Alice Randall,5/31/2017,23,535,1959,Midwest,MI
Alice Randall,6/30/2017,24,525,1959,Midwest,MI
Alice Randall,7/31/2017,25,539,1959,Midwest,MI
Alice Randall,8/31/2017,26,1124,1959,Midwest,MI
Alice Randall,9/30/2017,27,621,1959,Midwest,MI
Alice Randall,10/31/2017,28,1182,1959,Midwest,MI
Alice Randall,11/30/2017,29,636,1959,Midwest,MI
Alice Randall,12/31/2017,30,582,1959,Midwest,MI
Alice Randall,1/31/2018,31,721,1959,Midwest,MI
Alice Randall,2/28/2018,32,741,1959,Midwest,MI
Alice Randall,3/31/2018,33,712,1959,Midwest,MI
Alice Randall,4/30/2018,34,571,1959,Midwest,MI
Alice Randall,5/31/2018,35,553,1959,Midwest,MI
Alice Randall,6/30/2018,36,446,1959,Midwest,MI
Alice Randall,7/31/2018,37,576,1959,Midwest,MI
Alice Randall,8/31/2018,38,495,1959,Midwest,MI
Alice Randall,9/30/2018,39,524,1959,Midwest,MI
Alice Randall,10/31/2018,40,475,1959,Midwest,MI
Alice Randall,11/30/2018,41,543,1959,Midwest,MI
Alice Randall,12/31/2018,42,548,1959,Midwest,MI
Alice Randall,1/31/2019,43,702,1959,Midwest,MI
Alice Randall,2/28/2019,44,749,1959,Midwest,MI
Alice Randall,3/31/2019,45,619,1959,Midwest,MI
Alice Randall,4/30/2019,46,645,1959,Midwest,MI
Alice Randall,5/31/2019,47,612,1959,Midwest,MI
Alice Randall,6/30/2019,48,479,1959,Midwest,MI
Alice Randall,7/31/2019,49,673,1959,Midwest,MI
Alice Randall,8/31/2019,50,594,1959,Midwest,MI
Alice Randall,9/30/2019,51,4600,1959,Midwest,MI
Alice Randall,10/31/2019,52,1348,1959,Midwest,MI
Alice Randall,11/30/2019,53,925,1959,Midwest,MI
Alice Randall,12/31/2019,54,948,1959,Midwest,MI
Alice Randall,1/31/2020,55,1192,1959,Midwest,MI
Alice Randall,2/29/2020,56,909,1959,Midwest,MI
Alice Randall,3/31/2020,57,760,1959,Midwest,MI
Alice Randall,4/30/2020,58,975,1959,Midwest,MI
Alice Randall,5/31/2020,59,617,1959,Midwest,MI
Alice Randall,6/30/2020,60,4258,1959,Midwest,MI
Alice Randall,7/31/2020,61,14058,1959,Midwest,MI
Alice Randall,8/31/2020,62,1799,1959,Midwest,MI
Alice Randall,9/30/2020,63,1167,1959,Midwest,MI
Alice Randall,10/31/2020,64,3195,1959,Midwest,MI
Alice Randall,11/30/2020,65,14598,1959,Midwest,MI
Alice Randall,12/31/2020,66,1138,1959,Midwest,MI
Alice Randall,1/31/2021,67,1022,1959,Midwest,MI
Alice Randall,2/28/2021,68,3694,1959,Midwest,MI
Alice Randall,3/31/2021,69,1869,1959,Midwest,MI
Alice Randall,4/30/2021,70,1550,1959,Midwest,MI
Alice Randall,5/31/2021,71,1605,1959,Midwest,MI
Alice Randall,6/30/2021,72,1110,1959,Midwest,MI
Alice Randall,7/31/2021,73,1173,1959,Midwest,MI
Alice Randall,8/31/2021,74,619,1959,Midwest,MI
Alice Randall,9/30/2021,75,736,1959,Midwest,MI
Alice Randall,10/31/2021,76,610,1959,Midwest,MI
Alice Randall,11/30/2021,77,516,1959,Midwest,MI
Alice Randall,12/31/2021,78,500,1959,Midwest,MI
Alice Randall,1/31/2022,79,1034,1959,Midwest,MI
Alice Randall,2/28/2022,80,718,1959,Midwest,MI
Alice Randall,3/31/2022,81,37,1959,Midwest,MI
Alice Walker,7/31/2015,1,27678,1944,South,GA
Alice Walker,8/31/2015,2,28817,1944,South,GA
Alice Walker,9/30/2015,3,34807,1944,South,GA
Alice Walker,10/31/2015,4,36738,1944,South,GA
Alice Walker,11/30/2015,5,39011,1944,South,GA
Alice Walker,12/31/2015,6,36976,1944,South,GA
Alice Walker,1/31/2016,7,41118,1944,South,GA
Alice Walker,2/29/2016,8,58677,1944,South,GA
Alice Walker,3/31/2016,9,44780,1944,South,GA
Alice Walker,4/30/2016,10,42191,1944,South,GA
Alice Walker,5/31/2016,11,38361,1944,South,GA
Alice Walker,6/30/2016,12,36524,1944,South,GA
Alice Walker,7/31/2016,13,30480,1944,South,GA
Alice Walker,8/31/2016,14,29321,1944,South,GA
Alice Walker,9/30/2016,15,38220,1944,South,GA
Alice Walker,10/31/2016,16,37353,1944,South,GA
Alice Walker,11/30/2016,17,36752,1944,South,GA
Alice Walker,12/31/2016,18,34017,1944,South,GA
Alice Walker,1/31/2017,19,40598,1944,South,GA
Alice Walker,2/28/2017,20,53685,1944,South,GA
Alice Walker,3/31/2017,21,47265,1944,South,GA
Alice Walker,4/30/2017,22,37458,1944,South,GA
Alice Walker,5/31/2017,23,35743,1944,South,GA
Alice Walker,6/30/2017,24,29021,1944,South,GA
Alice Walker,7/31/2017,25,27989,1944,South,GA
Alice Walker,8/31/2017,26,29956,1944,South,GA
Alice Walker,9/30/2017,27,32679,1944,South,GA
Alice Walker,10/31/2017,28,39836,1944,South,GA
Alice Walker,11/30/2017,29,37809,1944,South,GA
Alice Walker,12/31/2017,30,37831,1944,South,GA
Alice Walker,1/31/2018,31,46765,1944,South,GA
Alice Walker,2/28/2018,32,51623,1944,South,GA
Alice Walker,3/31/2018,33,46376,1944,South,GA
Alice Walker,4/30/2018,34,45362,1944,South,GA
Alice Walker,5/31/2018,35,41877,1944,South,GA
Alice Walker,6/30/2018,36,36215,1944,South,GA
Alice Walker,7/31/2018,37,33758,1944,South,GA
Alice Walker,8/31/2018,38,40124,1944,South,GA
Alice Walker,9/30/2018,39,44200,1944,South,GA
Alice Walker,10/31/2018,40,62807,1944,South,GA
Alice Walker,11/30/2018,41,46815,1944,South,GA
Alice Walker,12/31/2018,42,71076,1944,South,GA
Alice Walker,1/31/2019,43,44301,1944,South,GA
Alice Walker,2/28/2019,44,49891,1944,South,GA
Alice Walker,3/31/2019,45,43316,1944,South,GA
Alice Walker,4/30/2019,46,36566,1944,South,GA
Alice Walker,5/31/2019,47,34919,1944,South,GA
Alice Walker,6/30/2019,48,30789,1944,South,GA
Alice Walker,7/31/2019,49,34529,1944,South,GA
Alice Walker,8/31/2019,50,50327,1944,South,GA
Alice Walker,9/30/2019,51,37233,1944,South,GA
Alice Walker,10/31/2019,52,37557,1944,South,GA
Alice Walker,11/30/2019,53,36700,1944,South,GA
Alice Walker,12/31/2019,54,33082,1944,South,GA
Alice Walker,1/31/2020,55,38896,1944,South,GA
Alice Walker,2/29/2020,56,48921,1944,South,GA
Alice Walker,3/31/2020,57,41435,1944,South,GA
Alice Walker,4/30/2020,58,46338,1944,South,GA
Alice Walker,5/31/2020,59,47022,1944,South,GA
Alice Walker,6/30/2020,60,73477,1944,South,GA
Alice Walker,7/31/2020,61,74860,1944,South,GA
Alice Walker,8/31/2020,62,45617,1944,South,GA
Alice Walker,9/30/2020,63,48102,1944,South,GA
Alice Walker,10/31/2020,64,44525,1944,South,GA
Alice Walker,11/30/2020,65,49623,1944,South,GA
Alice Walker,12/31/2020,66,37614,1944,South,GA
Alice Walker,1/31/2021,67,64482,1944,South,GA
Alice Walker,2/28/2021,68,61965,1944,South,GA
Alice Walker,3/31/2021,69,57101,1944,South,GA
Alice Walker,4/30/2021,70,46735,1944,South,GA
Alice Walker,5/31/2021,71,42719,1944,South,GA
Alice Walker,6/30/2021,72,36564,1944,South,GA
Alice Walker,7/31/2021,73,39687,1944,South,GA
Alice Walker,8/31/2021,74,37051,1944,South,GA
Alice Walker,9/30/2021,75,35944,1944,South,GA
Alice Walker,10/31/2021,76,39119,1944,South,GA
Alice Walker,11/30/2021,77,34178,1944,South,GA
Alice Walker,12/31/2021,78,34697,1944,South,GA
Alice Walker,1/31/2022,79,37795,1944,South,GA
Alice Walker,2/28/2022,80,54535,1944,South,GA
Alice Walker,3/31/2022,81,3026,1944,South,GA
Ann Allen Shockley,7/31/2015,1,0,1927,South,KY
Ann Allen Shockley,8/31/2015,2,0,1927,South,KY
Ann Allen Shockley,9/30/2015,3,0,1927,South,KY
Ann Allen Shockley,10/31/2015,4,0,1927,South,KY
Ann Allen Shockley,11/30/2015,5,0,1927,South,KY
Ann Allen Shockley,12/31/2015,6,0,1927,South,KY
Ann Allen Shockley,1/31/2016,7,0,1927,South,KY
Ann Allen Shockley,2/29/2016,8,0,1927,South,KY
Ann Allen Shockley,3/31/2016,9,0,1927,South,KY
Ann Allen Shockley,4/30/2016,10,0,1927,South,KY
Ann Allen Shockley,5/31/2016,11,0,1927,South,KY
Ann Allen Shockley,6/30/2016,12,0,1927,South,KY
Ann Allen Shockley,7/31/2016,13,0,1927,South,KY
Ann Allen Shockley,8/31/2016,14,248,1927,South,KY
Ann Allen Shockley,9/30/2016,15,65,1927,South,KY
Ann Allen Shockley,10/31/2016,16,63,1927,South,KY
Ann Allen Shockley,11/30/2016,17,78,1927,South,KY
Ann Allen Shockley,12/31/2016,18,81,1927,South,KY
