author,date,order,views,birthyear,region,state
Jesmyn Ward,2/29/2016,8,2067,1882,Northeast,NJ
Jesmyn Ward,3/31/2016,9,1376,1882,Northeast,NJ
Jesmyn Ward,4/30/2016,10,1456,1882,Northeast,NJ
Jesmyn Ward,5/31/2016,11,1243,1882,Northeast,NJ
Jesmyn Ward,6/30/2016,12,944,1882,Northeast,NJ
Jesmyn Ward,7/31/2016,13,1243,1882,Northeast,NJ
Jesmyn Ward,8/31/2016,14,2952,1882,Northeast,NJ
Jesmyn Ward,9/30/2016,15,1733,1882,Northeast,NJ
Jesmyn Ward,10/31/2016,16,1296,1882,Northeast,NJ
Jesmyn Ward,11/30/2016,17,1233,1882,Northeast,NJ
Jesmyn Ward,12/31/2016,18,1338,1882,Northeast,NJ
Jesmyn Ward,1/31/2017,19,1377,1882,Northeast,NJ
Jesmyn Ward,2/28/2017,20,1630,1882,Northeast,NJ
Jesmyn Ward,3/31/2017,21,1618,1882,Northeast,NJ
Jesmyn Ward,4/30/2017,22,1436,1882,Northeast,NJ
Jesmyn Ward,5/31/2017,23,1488,1882,Northeast,NJ
Jesmyn Ward,6/30/2017,24,1756,1882,Northeast,NJ
Jesmyn Ward,7/31/2017,25,1976,1882,Northeast,NJ
Jesmyn Ward,8/31/2017,26,4261,1882,Northeast,NJ
Jesmyn Ward,9/30/2017,27,14723,1882,Northeast,NJ
Jesmyn Ward,10/31/2017,28,20516,1882,Northeast,NJ
Jesmyn Ward,11/30/2017,29,22480,1882,Northeast,NJ
Jesmyn Ward,12/31/2017,30,13408,1882,Northeast,NJ
Jesmyn Ward,1/31/2018,31,19430,1882,Northeast,NJ
Jesmyn Ward,2/28/2018,32,13438,1882,Northeast,NJ
Jesmyn Ward,3/31/2018,33,10729,1882,Northeast,NJ
Jesmyn Ward,4/30/2018,34,14337,1882,Northeast,NJ
Jesmyn Ward,5/31/2018,35,16170,1882,Northeast,NJ
Jesmyn Ward,6/30/2018,36,8769,1882,Northeast,NJ
Jesmyn Ward,7/31/2018,37,9071,1882,Northeast,NJ
Jesmyn Ward,8/31/2018,38,10324,1882,Northeast,NJ
Jesmyn Ward,9/30/2018,39,7182,1882,Northeast,NJ
Jesmyn Ward,10/31/2018,40,7230,1882,Northeast,NJ
Jesmyn Ward,11/30/2018,41,6838,1882,Northeast,NJ
Jesmyn Ward,12/31/2018,42,6813,1882,Northeast,NJ
Jesmyn Ward,1/31/2019,43,7468,1882,Northeast,NJ
Jesmyn Ward,2/28/2019,44,7531,1882,Northeast,NJ
Jesmyn Ward,3/31/2019,45,6759,1882,Northeast,NJ
Jesmyn Ward,4/30/2019,46,5890,1882,Northeast,NJ
Jesmyn Ward,5/31/2019,47,5238,1882,Northeast,NJ
Jesmyn Ward,6/30/2019,48,4940,1882,Northeast,NJ
Jesmyn Ward,7/31/2019,49,4997,1882,Northeast,NJ
Jesmyn Ward,8/31/2019,50,6666,1882,Northeast,NJ
Jesmyn Ward,9/30/2019,51,5854,1882,Northeast,NJ
Jesmyn Ward,10/31/2019,52,5826,1882,Northeast,NJ
Jesmyn Ward,11/30/2019,53,5439,1882,Northeast,NJ
Jesmyn Ward,12/31/2019,54,5094,1882,Northeast,NJ
Jesmyn Ward,1/31/2020,55,6231,1882,Northeast,NJ
Jesmyn Ward,2/29/2020,56,5362,1882,Northeast,NJ
Jesmyn Ward,3/31/2020,57,4571,1882,Northeast,NJ
Jesmyn Ward,4/30/2020,58,5139,1882,Northeast,NJ
Jesmyn Ward,5/31/2020,59,5085,1882,Northeast,NJ
Jesmyn Ward,6/30/2020,60,12174,1882,Northeast,NJ
Jesmyn Ward,7/31/2020,61,7385,1882,Northeast,NJ
Jesmyn Ward,8/31/2020,62,5998,1882,Northeast,NJ
Jesmyn Ward,9/30/2020,63,57737,1882,Northeast,NJ
Jesmyn Ward,10/31/2020,64,8285,1882,Northeast,NJ
Jesmyn Ward,11/30/2020,65,8189,1882,Northeast,NJ
Jesmyn Ward,12/31/2020,66,7711,1882,Northeast,NJ
Jesmyn Ward,1/31/2021,67,8023,1882,Northeast,NJ
Jesmyn Ward,2/28/2021,68,7808,1882,Northeast,NJ
Jesmyn Ward,3/31/2021,69,6537,1882,Northeast,NJ
Jesmyn Ward,4/30/2021,70,5779,1882,Northeast,NJ
Jesmyn Ward,5/31/2021,71,5139,1882,Northeast,NJ
Jesmyn Ward,6/30/2021,72,4232,1882,Northeast,NJ
Jesmyn Ward,7/31/2021,73,4453,1882,Northeast,NJ
Jesmyn Ward,8/31/2021,74,3933,1882,Northeast,NJ
Jesmyn Ward,9/30/2021,75,3826,1882,Northeast,NJ
Jesmyn Ward,10/31/2021,76,4127,1882,Northeast,NJ
Jesmyn Ward,11/30/2021,77,3787,1882,Northeast,NJ
Jesmyn Ward,12/31/2021,78,3515,1882,Northeast,NJ
Jesmyn Ward,1/31/2022,79,4025,1882,Northeast,NJ
Jesmyn Ward,2/28/2022,80,5010,1882,Northeast,NJ
Jesmyn Ward,3/31/2022,81,312,1882,Northeast,NJ
Jessie Redmon Fauset,7/31/2015,1,519,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2015,2,472,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2015,3,811,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2015,4,972,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2015,5,862,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2015,6,831,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2016,7,1230,1954,Northeast,PA
Jessie Redmon Fauset,2/29/2016,8,2549,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2016,9,1484,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2016,10,1448,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2016,11,998,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2016,12,567,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2016,13,504,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2016,14,521,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2016,15,673,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2016,16,944,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2016,17,944,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2016,18,770,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2017,19,1024,1954,Northeast,PA
Jessie Redmon Fauset,2/28/2017,20,2460,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2017,21,1373,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2017,22,1310,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2017,23,1041,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2017,24,576,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2017,25,566,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2017,26,634,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2017,27,662,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2017,28,1054,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2017,29,996,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2017,30,875,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2018,31,1493,1954,Northeast,PA
Jessie Redmon Fauset,2/28/2018,32,2784,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2018,33,1654,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2018,34,1401,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2018,35,1154,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2018,36,532,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2018,37,680,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2018,38,671,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2018,39,639,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2018,40,898,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2018,41,957,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2018,42,909,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2019,43,1096,1954,Northeast,PA
Jessie Redmon Fauset,2/28/2019,44,1940,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2019,45,1334,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2019,46,1295,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2019,47,1151,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2019,48,610,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2019,49,665,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2019,50,613,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2019,51,750,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2019,52,1122,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2019,53,1071,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2019,54,1086,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2020,55,1384,1954,Northeast,PA
Jessie Redmon Fauset,2/29/2020,56,2616,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2020,57,1225,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2020,58,1009,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2020,59,907,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2020,60,1136,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2020,61,852,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2020,62,669,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2020,63,1048,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2020,64,1325,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2020,65,1162,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2020,66,975,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2021,67,1114,1954,Northeast,PA
Jessie Redmon Fauset,2/28/2021,68,2398,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2021,69,1816,1954,Northeast,PA
Jessie Redmon Fauset,4/30/2021,70,1421,1954,Northeast,PA
Jessie Redmon Fauset,5/31/2021,71,1025,1954,Northeast,PA
Jessie Redmon Fauset,6/30/2021,72,785,1954,Northeast,PA
Jessie Redmon Fauset,7/31/2021,73,834,1954,Northeast,PA
Jessie Redmon Fauset,8/31/2021,74,603,1954,Northeast,PA
Jessie Redmon Fauset,9/30/2021,75,845,1954,Northeast,PA
Jessie Redmon Fauset,10/31/2021,76,997,1954,Northeast,PA
Jessie Redmon Fauset,11/30/2021,77,1059,1954,Northeast,PA
Jessie Redmon Fauset,12/31/2021,78,845,1954,Northeast,PA
Jessie Redmon Fauset,1/31/2022,79,1209,1954,Northeast,PA
Jessie Redmon Fauset,2/28/2022,80,2887,1954,Northeast,PA
Jessie Redmon Fauset,3/31/2022,81,180,1954,Northeast,PA
Jewell Parker Rhodes,7/31/2015,1,239,1925,South,MS
Jewell Parker Rhodes,8/31/2015,2,237,1925,South,MS
Jewell Parker Rhodes,9/30/2015,3,282,1925,South,MS
Jewell Parker Rhodes,10/31/2015,4,209,1925,South,MS
Jewell Parker Rhodes,11/30/2015,5,169,1925,South,MS
Jewell Parker Rhodes,12/31/2015,6,177,1925,South,MS
Jewell Parker Rhodes,1/31/2016,7,214,1925,South,MS
Jewell Parker Rhodes,2/29/2016,8,251,1925,South,MS
Jewell Parker Rhodes,3/31/2016,9,229,1925,South,MS
Jewell Parker Rhodes,4/30/2016,10,446,1925,South,MS
Jewell Parker Rhodes,5/31/2016,11,356,1925,South,MS
Jewell Parker Rhodes,6/30/2016,12,196,1925,South,MS
Jewell Parker Rhodes,7/31/2016,13,232,1925,South,MS
Jewell Parker Rhodes,8/31/2016,14,216,1925,South,MS
Jewell Parker Rhodes,9/30/2016,15,294,1925,South,MS
Jewell Parker Rhodes,10/31/2016,16,261,1925,South,MS
Jewell Parker Rhodes,11/30/2016,17,228,1925,South,MS
Jewell Parker Rhodes,12/31/2016,18,230,1925,South,MS
Jewell Parker Rhodes,1/31/2017,19,257,1925,South,MS
Jewell Parker Rhodes,2/28/2017,20,363,1925,South,MS
Jewell Parker Rhodes,3/31/2017,21,332,1925,South,MS
Jewell Parker Rhodes,4/30/2017,22,371,1925,South,MS
Jewell Parker Rhodes,5/31/2017,23,338,1925,South,MS
Jewell Parker Rhodes,6/30/2017,24,231,1925,South,MS
Jewell Parker Rhodes,7/31/2017,25,220,1925,South,MS
Jewell Parker Rhodes,8/31/2017,26,235,1925,South,MS
Jewell Parker Rhodes,9/30/2017,27,347,1925,South,MS
Jewell Parker Rhodes,10/31/2017,28,349,1925,South,MS
Jewell Parker Rhodes,11/30/2017,29,303,1925,South,MS
Jewell Parker Rhodes,12/31/2017,30,316,1925,South,MS
Jewell Parker Rhodes,1/31/2018,31,447,1925,South,MS
Jewell Parker Rhodes,2/28/2018,32,449,1925,South,MS
Jewell Parker Rhodes,3/31/2018,33,416,1925,South,MS
Jewell Parker Rhodes,4/30/2018,34,755,1925,South,MS
Jewell Parker Rhodes,5/31/2018,35,881,1925,South,MS
Jewell Parker Rhodes,6/30/2018,36,428,1925,South,MS
Jewell Parker Rhodes,7/31/2018,37,409,1925,South,MS
Jewell Parker Rhodes,8/31/2018,38,425,1925,South,MS
Jewell Parker Rhodes,9/30/2018,39,524,1925,South,MS
Jewell Parker Rhodes,10/31/2018,40,512,1925,South,MS
Jewell Parker Rhodes,11/30/2018,41,411,1925,South,MS
Jewell Parker Rhodes,12/31/2018,42,342,1925,South,MS
Jewell Parker Rhodes,1/31/2019,43,517,1925,South,MS
Jewell Parker Rhodes,2/28/2019,44,616,1925,South,MS
Jewell Parker Rhodes,3/31/2019,45,969,1925,South,MS
Jewell Parker Rhodes,4/30/2019,46,586,1925,South,MS
Jewell Parker Rhodes,5/31/2019,47,605,1925,South,MS
Jewell Parker Rhodes,6/30/2019,48,365,1925,South,MS
Jewell Parker Rhodes,7/31/2019,49,363,1925,South,MS
Jewell Parker Rhodes,8/31/2019,50,383,1925,South,MS
Jewell Parker Rhodes,9/30/2019,51,615,1925,South,MS
Jewell Parker Rhodes,10/31/2019,52,738,1925,South,MS
Jewell Parker Rhodes,11/30/2019,53,580,1925,South,MS
Jewell Parker Rhodes,12/31/2019,54,582,1925,South,MS
Jewell Parker Rhodes,1/31/2020,55,933,1925,South,MS
Jewell Parker Rhodes,2/29/2020,56,954,1925,South,MS
Jewell Parker Rhodes,3/31/2020,57,919,1925,South,MS
Jewell Parker Rhodes,4/30/2020,58,433,1925,South,MS
Jewell Parker Rhodes,5/31/2020,59,477,1925,South,MS
Jewell Parker Rhodes,6/30/2020,60,749,1925,South,MS
Jewell Parker Rhodes,7/31/2020,61,682,1925,South,MS
Jewell Parker Rhodes,8/31/2020,62,485,1925,South,MS
Jewell Parker Rhodes,9/30/2020,63,914,1925,South,MS
Jewell Parker Rhodes,10/31/2020,64,1041,1925,South,MS
Jewell Parker Rhodes,11/30/2020,65,737,1925,South,MS
Jewell Parker Rhodes,12/31/2020,66,637,1925,South,MS
Jewell Parker Rhodes,1/31/2021,67,804,1925,South,MS
Jewell Parker Rhodes,2/28/2021,68,1068,1925,South,MS
Jewell Parker Rhodes,3/31/2021,69,974,1925,South,MS
Jewell Parker Rhodes,4/30/2021,70,1116,1925,South,MS
Jewell Parker Rhodes,5/31/2021,71,1278,1925,South,MS
Jewell Parker Rhodes,6/30/2021,72,617,1925,South,MS
Jewell Parker Rhodes,7/31/2021,73,458,1925,South,MS
Jewell Parker Rhodes,8/31/2021,74,625,1925,South,MS
Jewell Parker Rhodes,9/30/2021,75,1024,1925,South,MS
Jewell Parker Rhodes,10/31/2021,76,1143,1925,South,MS
Jewell Parker Rhodes,11/30/2021,77,924,1925,South,MS
Jewell Parker Rhodes,12/31/2021,78,491,1925,South,MS
Jewell Parker Rhodes,1/31/2022,79,877,1925,South,MS
Jewell Parker Rhodes,2/28/2022,80,961,1925,South,MS
Jewell Parker Rhodes,3/31/2022,81,100,1925,South,MS
John A. Williams,7/31/2015,1,49,1941,South,DC
John A. Williams,8/31/2015,2,49,1941,South,DC
John A. Williams,9/30/2015,3,53,1941,South,DC
John A. Williams,10/31/2015,4,25,1941,South,DC
John A. Williams,11/30/2015,5,27,1941,South,DC
John A. Williams,12/31/2015,6,42,1941,South,DC
John A. Williams,1/31/2016,7,35,1941,South,DC
John A. Williams,2/29/2016,8,54,1941,South,DC
John A. Williams,3/31/2016,9,40,1941,South,DC
John A. Williams,4/30/2016,10,47,1941,South,DC
John A. Williams,5/31/2016,11,39,1941,South,DC
John A. Williams,6/30/2016,12,56,1941,South,DC
John A. Williams,7/31/2016,13,46,1941,South,DC
John A. Williams,8/31/2016,14,47,1941,South,DC
John A. Williams,9/30/2016,15,51,1941,South,DC
John A. Williams,10/31/2016,16,23,1941,South,DC
John A. Williams,11/30/2016,17,42,1941,South,DC
John A. Williams,12/31/2016,18,59,1941,South,DC
John A. Williams,1/31/2017,19,37,1941,South,DC
John A. Williams,2/28/2017,20,40,1941,South,DC
John A. Williams,3/31/2017,21,28,1941,South,DC
John A. Williams,4/30/2017,22,39,1941,South,DC
John A. Williams,5/31/2017,23,27,1941,South,DC
John A. Williams,6/30/2017,24,27,1941,South,DC
John A. Williams,7/31/2017,25,35,1941,South,DC
John A. Williams,8/31/2017,26,26,1941,South,DC
John A. Williams,9/30/2017,27,25,1941,South,DC
John A. Williams,10/31/2017,28,24,1941,South,DC
John A. Williams,11/30/2017,29,39,1941,South,DC
John A. Williams,12/31/2017,30,37,1941,South,DC
John A. Williams,1/31/2018,31,48,1941,South,DC
John A. Williams,2/28/2018,32,26,1941,South,DC
John A. Williams,3/31/2018,33,32,1941,South,DC
John A. Williams,4/30/2018,34,33,1941,South,DC
John A. Williams,5/31/2018,35,35,1941,South,DC
John A. Williams,6/30/2018,36,19,1941,South,DC
John A. Williams,7/31/2018,37,25,1941,South,DC
John A. Williams,8/31/2018,38,25,1941,South,DC
John A. Williams,9/30/2018,39,23,1941,South,DC
John A. Williams,10/31/2018,40,25,1941,South,DC
John A. Williams,11/30/2018,41,19,1941,South,DC
John A. Williams,12/31/2018,42,27,1941,South,DC
John A. Williams,1/31/2019,43,21,1941,South,DC
John A. Williams,2/28/2019,44,22,1941,South,DC
John A. Williams,3/31/2019,45,42,1941,South,DC
John A. Williams,4/30/2019,46,33,1941,South,DC
John A. Williams,5/31/2019,47,22,1941,South,DC
John A. Williams,6/30/2019,48,17,1941,South,DC
John A. Williams,7/31/2019,49,21,1941,South,DC
John A. Williams,8/31/2019,50,25,1941,South,DC
John A. Williams,9/30/2019,51,29,1941,South,DC
John A. Williams,10/31/2019,52,32,1941,South,DC
John A. Williams,11/30/2019,53,32,1941,South,DC
John A. Williams,12/31/2019,54,29,1941,South,DC
John A. Williams,1/31/2020,55,46,1941,South,DC
John A. Williams,2/29/2020,56,30,1941,South,DC
John A. Williams,3/31/2020,57,25,1941,South,DC
John A. Williams,4/30/2020,58,22,1941,South,DC
John A. Williams,5/31/2020,59,18,1941,South,DC
John A. Williams,6/30/2020,60,14,1941,South,DC
John A. Williams,7/31/2020,61,12,1941,South,DC
John A. Williams,8/31/2020,62,16,1941,South,DC
John A. Williams,9/30/2020,63,25,1941,South,DC
John A. Williams,10/31/2020,64,10,1941,South,DC
John A. Williams,11/30/2020,65,2,1941,South,DC
John A. Williams,12/31/2020,66,9,1941,South,DC
John A. Williams,1/31/2021,67,8,1941,South,DC
John A. Williams,2/28/2021,68,11,1941,South,DC
John A. Williams,3/31/2021,69,4,1941,South,DC
John A. Williams,4/30/2021,70,4,1941,South,DC
John A. Williams,5/31/2021,71,10,1941,South,DC
John A. Williams,6/30/2021,72,5,1941,South,DC
John A. Williams,7/31/2021,73,5,1941,South,DC
John A. Williams,8/31/2021,74,2,1941,South,DC
John A. Williams,9/30/2021,75,8,1941,South,DC
John A. Williams,10/31/2021,76,13,1941,South,DC
John A. Williams,11/30/2021,77,12,1941,South,DC
John A. Williams,12/31/2021,78,11,1941,South,DC
John A. Williams,1/31/2022,79,7,1941,South,DC
John A. Williams,2/28/2022,80,8,1941,South,DC
John A. Williams,3/31/2022,81,0,1941,South,DC
John Edgar Wideman,7/31/2015,1,1255,1916,South,GA
John Edgar Wideman,8/31/2015,2,1056,1916,South,GA
John Edgar Wideman,9/30/2015,3,1122,1916,South,GA
John Edgar Wideman,10/31/2015,4,1311,1916,South,GA
John Edgar Wideman,11/30/2015,5,1367,1916,South,GA
John Edgar Wideman,12/31/2015,6,1176,1916,South,GA
John Edgar Wideman,1/31/2016,7,1173,1916,South,GA
John Edgar Wideman,2/29/2016,8,1535,1916,South,GA
John Edgar Wideman,3/31/2016,9,1380,1916,South,GA
John Edgar Wideman,4/30/2016,10,1257,1916,South,GA
John Edgar Wideman,5/31/2016,11,1058,1916,South,GA
John Edgar Wideman,6/30/2016,12,1010,1916,South,GA
John Edgar Wideman,7/31/2016,13,973,1916,South,GA
John Edgar Wideman,8/31/2016,14,1259,1916,South,GA
John Edgar Wideman,9/30/2016,15,1312,1916,South,GA
John Edgar Wideman,10/31/2016,16,1709,1916,South,GA
John Edgar Wideman,11/30/2016,17,3504,1916,South,GA
John Edgar Wideman,12/31/2016,18,2168,1916,South,GA
John Edgar Wideman,1/31/2017,19,5617,1916,South,GA
John Edgar Wideman,2/28/2017,20,2535,1916,South,GA
John Edgar Wideman,3/31/2017,21,1708,1916,South,GA
John Edgar Wideman,4/30/2017,22,1573,1916,South,GA
John Edgar Wideman,5/31/2017,23,1949,1916,South,GA
John Edgar Wideman,6/30/2017,24,1477,1916,South,GA
John Edgar Wideman,7/31/2017,25,1259,1916,South,GA
John Edgar Wideman,8/31/2017,26,1244,1916,South,GA
John Edgar Wideman,9/30/2017,27,1410,1916,South,GA
John Edgar Wideman,10/31/2017,28,1513,1916,South,GA
John Edgar Wideman,11/30/2017,29,1733,1916,South,GA
John Edgar Wideman,12/31/2017,30,1296,1916,South,GA
John Edgar Wideman,1/31/2018,31,3902,1916,South,GA
John Edgar Wideman,2/28/2018,32,2280,1916,South,GA
John Edgar Wideman,3/31/2018,33,3205,1916,South,GA
John Edgar Wideman,4/30/2018,34,1860,1916,South,GA
John Edgar Wideman,5/31/2018,35,1466,1916,South,GA
John Edgar Wideman,6/30/2018,36,1242,1916,South,GA
John Edgar Wideman,7/31/2018,37,1624,1916,South,GA
John Edgar Wideman,8/31/2018,38,1284,1916,South,GA
John Edgar Wideman,9/30/2018,39,1424,1916,South,GA
John Edgar Wideman,10/31/2018,40,1502,1916,South,GA
John Edgar Wideman,11/30/2018,41,1248,1916,South,GA
John Edgar Wideman,12/31/2018,42,1170,1916,South,GA
John Edgar Wideman,1/31/2019,43,1436,1916,South,GA
John Edgar Wideman,2/28/2019,44,1413,1916,South,GA
John Edgar Wideman,3/31/2019,45,1580,1916,South,GA
John Edgar Wideman,4/30/2019,46,1240,1916,South,GA
John Edgar Wideman,5/31/2019,47,1763,1916,South,GA
John Edgar Wideman,6/30/2019,48,1681,1916,South,GA
John Edgar Wideman,7/31/2019,49,1723,1916,South,GA
John Edgar Wideman,8/31/2019,50,1540,1916,South,GA
John Edgar Wideman,9/30/2019,51,1660,1916,South,GA
John Edgar Wideman,10/31/2019,52,3541,1916,South,GA
John Edgar Wideman,11/30/2019,53,3340,1916,South,GA
John Edgar Wideman,12/31/2019,54,2539,1916,South,GA
John Edgar Wideman,1/31/2020,55,1694,1916,South,GA
John Edgar Wideman,2/29/2020,56,1756,1916,South,GA
John Edgar Wideman,3/31/2020,57,1392,1916,South,GA
John Edgar Wideman,4/30/2020,58,1660,1916,South,GA
John Edgar Wideman,5/31/2020,59,1494,1916,South,GA
John Edgar Wideman,6/30/2020,60,2384,1916,South,GA
John Edgar Wideman,7/31/2020,61,1696,1916,South,GA
John Edgar Wideman,8/31/2020,62,1782,1916,South,GA
John Edgar Wideman,9/30/2020,63,1659,1916,South,GA
John Edgar Wideman,10/31/2020,64,2144,1916,South,GA
John Edgar Wideman,11/30/2020,65,1567,1916,South,GA
John Edgar Wideman,12/31/2020,66,2547,1916,South,GA
John Edgar Wideman,1/31/2021,67,1822,1916,South,GA
John Edgar Wideman,2/28/2021,68,1820,1916,South,GA
John Edgar Wideman,3/31/2021,69,2437,1916,South,GA
John Edgar Wideman,4/30/2021,70,2758,1916,South,GA
John Edgar Wideman,5/31/2021,71,1875,1916,South,GA
John Edgar Wideman,6/30/2021,72,1576,1916,South,GA
John Edgar Wideman,7/31/2021,73,1542,1916,South,GA
John Edgar Wideman,8/31/2021,74,1314,1916,South,GA
John Edgar Wideman,9/30/2021,75,1308,1916,South,GA
John Edgar Wideman,10/31/2021,76,1527,1916,South,GA
John Edgar Wideman,11/30/2021,77,1731,1916,South,GA
John Edgar Wideman,12/31/2021,78,3755,1916,South,GA
John Edgar Wideman,1/31/2022,79,3366,1916,South,GA
John Edgar Wideman,2/28/2022,80,1608,1916,South,GA
John Edgar Wideman,3/31/2022,81,87,1916,South,GA
John Oliver Killens,7/31/2015,1,354,1981,Northeast,MA
John Oliver Killens,8/31/2015,2,361,1981,Northeast,MA
John Oliver Killens,9/30/2015,3,413,1981,Northeast,MA
John Oliver Killens,10/31/2015,4,367,1981,Northeast,MA
John Oliver Killens,11/30/2015,5,374,1981,Northeast,MA
John Oliver Killens,12/31/2015,6,380,1981,Northeast,MA
John Oliver Killens,1/31/2016,7,441,1981,Northeast,MA
John Oliver Killens,2/29/2016,8,499,1981,Northeast,MA
John Oliver Killens,3/31/2016,9,446,1981,Northeast,MA
John Oliver Killens,4/30/2016,10,339,1981,Northeast,MA
John Oliver Killens,5/31/2016,11,392,1981,Northeast,MA
John Oliver Killens,6/30/2016,12,285,1981,Northeast,MA
John Oliver Killens,7/31/2016,13,319,1981,Northeast,MA
John Oliver Killens,8/31/2016,14,402,1981,Northeast,MA
John Oliver Killens,9/30/2016,15,309,1981,Northeast,MA
John Oliver Killens,10/31/2016,16,355,1981,Northeast,MA
John Oliver Killens,11/30/2016,17,464,1981,Northeast,MA
John Oliver Killens,12/31/2016,18,440,1981,Northeast,MA
John Oliver Killens,1/31/2017,19,429,1981,Northeast,MA
John Oliver Killens,2/28/2017,20,701,1981,Northeast,MA
John Oliver Killens,3/31/2017,21,563,1981,Northeast,MA
John Oliver Killens,4/30/2017,22,458,1981,Northeast,MA
John Oliver Killens,5/31/2017,23,534,1981,Northeast,MA
John Oliver Killens,6/30/2017,24,380,1981,Northeast,MA
John Oliver Killens,7/31/2017,25,367,1981,Northeast,MA
John Oliver Killens,8/31/2017,26,372,1981,Northeast,MA
John Oliver Killens,9/30/2017,27,294,1981,Northeast,MA
John Oliver Killens,10/31/2017,28,454,1981,Northeast,MA
John Oliver Killens,11/30/2017,29,458,1981,Northeast,MA
John Oliver Killens,12/31/2017,30,342,1981,Northeast,MA
John Oliver Killens,1/31/2018,31,418,1981,Northeast,MA
John Oliver Killens,2/28/2018,32,595,1981,Northeast,MA
John Oliver Killens,3/31/2018,33,461,1981,Northeast,MA
John Oliver Killens,4/30/2018,34,1149,1981,Northeast,MA
John Oliver Killens,5/31/2018,35,405,1981,Northeast,MA
John Oliver Killens,6/30/2018,36,369,1981,Northeast,MA
John Oliver Killens,7/31/2018,37,326,1981,Northeast,MA
John Oliver Killens,8/31/2018,38,372,1981,Northeast,MA
John Oliver Killens,9/30/2018,39,409,1981,Northeast,MA
John Oliver Killens,10/31/2018,40,588,1981,Northeast,MA
John Oliver Killens,11/30/2018,41,418,1981,Northeast,MA
John Oliver Killens,12/31/2018,42,467,1981,Northeast,MA
John Oliver Killens,1/31/2019,43,543,1981,Northeast,MA
John Oliver Killens,2/28/2019,44,679,1981,Northeast,MA
John Oliver Killens,3/31/2019,45,627,1981,Northeast,MA
John Oliver Killens,4/30/2019,46,556,1981,Northeast,MA
John Oliver Killens,5/31/2019,47,367,1981,Northeast,MA
